医療・介護・福祉,児童指導員･放課後児童支援員,児童養護施設や学童クラブなどにおいて、子供たちが健全に成長できるようにサポートするお仕事です。
医療・介護・福祉,相談員,有料老人ホームや障害者施設などにおいて、利用者の健康管理をはじめ、施設内の環境整備のための援助計画の立案や 行事などの企画、また生活するうえでの相談やトラブルの解決など、多岐に渡るお仕事です。
医療・介護・福祉,サービス提供責任者,訪問介護の現場において介護計画をプランニングし、ホームヘルパーやアマネージャーにサービスの指示を出し、 コーディネートするお仕事です。
医療・介護・福祉,職業指導員・就労支援員,就業に必要な作業指導を行ったり（職業指導員）、就労に結び付けるための支援（就労支援）をするお仕事です。
医療・介護・福祉,医療・介護・福祉その他,上記以外の医療・介護・福祉のお仕事です。
ドライバー・配達,小・中型ドライバー,小型・中型トラックドライバーのお仕事です。
ドライバー・配達,大型ドライバー,大型トラックドライバーのお仕事です。
ドライバー・配達,その他ドライバー,上記以外のトラックドライバーのお仕事です。
ドライバー・配達,タクシー・ハイヤー・バス運転手,タクシー・ハイヤー・バス運転手のお仕事です。
ドライバー・配達,バイク便,バイクでの集荷・配達のお仕事です。
ドライバー・配達,ドライバー助手,トラックに同席し、運び込み、搬入、片付けなどを行うお仕事です。
ドライバー・配達,配車・点呼員,トラックやバスの配車・点呼のお仕事です。
ドライバー・配達,送迎ドライバー,固定のお客を送迎するお仕事です。
ドライバー・配達,宅配・配達,宅配、配達のお仕事です。
ドライバー・配達,軽貨物,軽自動車を使って配達を行うお仕事です。
ドライバー・配達,新聞配達・牛乳配達,原付や車などを使って新聞・牛乳を配達するお仕事です。
ドライバー・配達,ドライバー・配達その他,上記以外のドライバー・配達のお仕事です。
製造・工場・倉庫,組立・検査・仕分け・ピッキング・梱包,工場内や倉庫内での組立・検査・仕分け・ピッキング・梱包を行うお仕事です。
製造・工場・倉庫,軽作業,工場や倉庫内などで行う軽作業のお仕事です。
製造・工場・倉庫,食品製造・加工・検査・梱包,食品工場での商品製造・加工・検査・梱包のお仕事です。
製造・工場・倉庫,機械加工・マシンオペレーター,工場での機械操作や、部材の供給をするお仕事です。
製造・工場・倉庫,フォークリフト作業・玉掛け・クレーン作業,工場内や倉庫内でのフォークリフト、玉掛け、クレーン作業のお仕事です。
製造・工場・倉庫,機械メンテナンス,機械の点検、修理、整備を行うお仕事です。
製造・工場・倉庫,品質管理・生産管理・工程管理,生産過程での品質、生産、行程を管理するお仕事です。
製造・工場・倉庫,設備保全・設備管理・点検,設備保全・設備管理・点検を行うお仕事です。
製造・工場・倉庫,内職・在宅ワーク,自宅でできるお仕事です。
製造・工場・倉庫,ラインオペレーター,工場の製造ラインにおいて、機械などを操作して製造、加工、検査などをするお仕事です。
製造・工場・倉庫,CAD/CAMオペレーター,CAD、CAMを使った製図/プログラミングのお仕事です。
製造・工場・倉庫,溶接,工場や倉庫内における溶接のお仕事です。
製造・工場・倉庫,製品製造・加工,工場での製品製造・加工のお仕事です。
製造・工場・倉庫,製造・工場・倉庫その他,上記以外の製造・工場・倉庫その他のお仕事です。
IT・エンジニア,システムエンジニア（SE）・プログラマー,SE・プログラマーのお仕事です。
IT・エンジニア,OA関連,パソコンを使った文書作成やデータ入力を行うお仕事です。
IT・エンジニア,ユーザーサポート,ユーザーや顧客からの問合せを電話やメールで応対するお仕事です。
IT・エンジニア,IT・エンジニアその他,上記以外のIT・エンジニアのお仕事です。
IT・エンジニア,クリエイティブ・編集・出版,
IT・エンジニア,WEBデザイナー,WEBデザイナーのお仕事です。
IT・エンジニア,デザイナー・イラストレーター,デザイナー・イラストレーターのお仕事です。
IT・エンジニア,DTPオペレーター,DTPオペレーターのお仕事です。
IT・エンジニア,設計・製図,設計・製図のお仕事です。
IT・エンジニア,印刷・製本,印刷・製本のお仕事です。
IT・エンジニア,校正・編集,校正・編集のお仕事です。
IT・エンジニア,ライター・記者・撮影スタッフ,ライター・記者・撮影スタッフのお仕事です。
IT・エンジニア,マスコミ関連,マスコミ関連のお仕事です。
IT・エンジニア,クリエイティブ・編集・出版その他,上記以外のクリエイティブ・編集・出版のお仕事です。
専門職,調理師・栄養士,調理師、栄養士のお仕事です。
専門職,税理士・会計士,税理士・会計士のお仕事です。
専門職,通訳・翻訳,通訳・翻訳に関するお仕事です。
専門職,トリマー,トリマーのお仕事です。
専門職,研究・開発関連,研究・開発に携わるお仕事です。
専門職,マッサージ師・はり師･鍼灸師,マッサージ師、はり師、鍼灸師のお仕事です。
専門職,整備士,自動車、機械などの整備、メカニックのお仕事です。
専門職,警察官・自衛官,警察官・自衛官のお仕事です。
専門職,修理・メンテナンス,機械・設備などの修理、メンテナンスのお仕事です。
専門職,塗装,建築物や金属、木材、自動車など、あらゆる製品や材質に合わせて塗装をするお仕事です。
専門職,溶接・板金,溶接・板金のお仕事です。
専門職,電気･水道･ガス･空調 設備工事,電気工事・水道工事・ガス工事・空調工事・設備工事を行うお仕事です。
専門職,造園,庭園や公園をデザイン、設計、施工するお仕事です。
専門職,専門職その他,上記以外の専門のお仕事です。
土木・建設・農水産,建築士,建築物の設計及び工事監理を行うお仕事です。
土木・建設・農水産,土木工事関連,道路工事や河川工事、下水道工事など、土木工事全般にかかわるお仕事です。
土木・建設・農水産,重機オペレーター,ショベルカーやクレーン車など、重機を操縦するお仕事です。
土木・建設・農水産,現場監督,土木工事・建設工事における現場監督のお仕事です。
土木・建設・農水産,大工・鳶・職人,大工、鳶をはじめ、土木・建設現場において、熟練した技術によって専門分野で 活躍するお仕事です。
土木・建設・農水産,玉掛け・クレーン,土木・建設現場における玉掛け・クレーン作業のお仕事です。
土木・建設・農水産,農業・林業・漁業・畜産業,農業・林業・漁業・畜産業に携わるお仕事です。
土木・建設・農水産,除染作業員,除染作業のお仕事です。
土木・建設・農水産,土木・建設・農水産その他,上記以外の土木・建設・農水産のお仕事です。
